88, 879912, 4.8404, 3.189, 0.751493, 0.749302
89, 889911, 3.9904, 2.6837, 0.731208, 0.565264
90, 899910, 4.1359, 2.7499, 0.825169, 0.52963
91, 909909, 4.0917, 2.361, 0.878586, 0.640325
92, 919908, 4.2667, 3.1314, 0.838939, 0.564927
93, 929907, 4.5662, 2.9756, 1.20566, 0.803915
94, 939906, 5.2444, 2.9574, 1.34422, 0.865448
95, 949905, 5.8319, 3.258, 0.884468, 0.563886
96, 959904, 5.1086, 3.546, 0.476652, 0.335928
97, 969903, 4.6163, 3.1431, 0.538556, 0.313146
98, 979902, 6.6201, 3.1067, 0.619187, 0.421024
99, 989901, 7.7003, 3.4628, 1.03206, 0.723736
100, 999900, 4.8833, 3.4673, 1.01601, 0.755052
