1, 9999, 1.8684, 0.7047, 0.387728, 0.291891
2, 19998, 2.3663, 0.6504, 0.778971, 0.56107
3, 29997, 2.2824, 0.9953, 0.472707, 0.264943
4, 39996, 2.6256, 0.994, 0.517456, 0.293276
5, 49995, 2.6774, 1.2977, 0.460374, 0.238795
6, 59994, 2.8513, 1.7564, 0.460084, 0.28021
7, 69993, 2.1347, 1.245, 0.442182, 0.252801
8, 79992, 3.7671, 2.3179, 0.451632, 0.252637
9, 89991, 2.2002, 1.4532, 0.620661, 0.254025
10, 99990, 2.4898, 1.3687, 0.489828, 0.255607
11, 109989, 2.1129, 1.3933, 0.452008, 0.215215
12, 119988, 3.5072, 2.3684, 0.434056, 0.280899
13, 129987, 2.7928, 1.9504, 0.571172, 0.271887
14, 139986, 3.0553, 2.0002, 0.467622, 0.329174
15, 149985, 3.3787, 1.776, 0.457178, 0.225356
16, 159984, 3.2188, 2.4288, 0.459089, 0.367198
17, 169983, 2.8965, 2.1681, 0.475779, 0.240668
18, 179982, 4.1242, 2.3565, 0.534594, 0.433818
19, 189981, 3.5743, 2.4231, 0.805487, 0.567638
20, 199980, 3.7329, 2.295, 0.76488, 0.65433
21, 209979, 3.2474, 2.2073, 0.518697, 0.23695
22, 219978, 3.5648, 2.5732, 0.521968, 0.298392
23, 229977, 3.0982, 2.212, 0.462789, 0.21549
24, 239976, 3.3313, 2.2525, 0.481724, 0.263648
25, 249975, 3.7656, 2.5534, 0.491224, 0.209216
26, 259974, 3.4776, 2.5424, 0.490362, 0.248285
27, 269973, 2.9674, 2.2437, 0.488601, 0.236808
28, 279972, 2.9058, 2.202, 0.516244, 0.242934
29, 289971, 3.5413, 2.6561, 0.490599, 0.25065
30, 299970, 3.3071, 2.2604, 0.621826, 0.327292
31, 309969, 3.2286, 2.4109, 0.560537, 0.242623
32, 319968, 3.4207, 2.4343, 0.518396, 0.240417
33, 329967, 3.8653, 2.8333, 0.487712, 0.252485
34, 339966, 3.3955, 2.5539, 0.47892, 0.247496
35, 349965, 3.6241, 2.9508, 0.515107, 0.235119
36, 359964, 3.1005, 2.43, 0.482383, 0.224498
37, 369963, 3.4962, 2.4419, 0.527148, 0.233832
38, 379962, 3.2818, 2.619, 0.45843, 0.236693
39, 389961, 3.7111, 2.6966, 0.494857, 0.251842
40, 399960, 3.4073, 2.765, 0.461311, 0.230729
41, 409959, 3.6654, 2.5404, 0.505708, 0.279293
42, 419958, 3.5114, 2.662, 0.472621, 0.232111
43, 429957, 5.1198, 3.428, 0.710723, 0.306877
44, 439956, 4.4897, 3.2008, 0.577416, 0.284439
45, 449955, 4.8083, 3.0506, 0.825881, 0.361008
46, 459954, 4.6157, 3.0729, 0.697982, 0.38757
47, 469953, 5.8985, 4.2673, 0.808238, 0.399052
48, 479952, 3.4633, 2.5234, 0.534656, 0.224431
49, 489951, 3.9502, 2.5996, 0.704388, 0.334913
50, 499950, 4.3626, 2.8773, 0.555173, 0.304535
51, 509949, 5.7384, 2.4027, 0.693129, 0.364813
52, 519948, 3.8527, 2.382, 0.642256, 0.480879
53, 529947, 4.1038, 2.9574, 0.707317, 0.383724
54, 539946, 3.8662, 2.9735, 0.716267, 0.377045
55, 549945, 3.6407, 2.8014, 0.487631, 0.264526
56, 559944, 3.9131, 2.9169, 0.533809, 0.293241
57, 569943, 7.2186, 4.6988, 0.532582, 0.311292
58, 579942, 3.6504, 2.5229, 0.584956, 0.32042
59, 589941, 4.524, 2.9026, 0.705302, 0.492199
60, 599940, 3.7377, 2.4898, 0.656169, 0.510357
61, 609939, 3.6956, 2.3, 0.824793, 0.56299
62, 619938, 3.8035, 2.4309, 0.834734, 0.507898
63, 629937, 3.6751, 2.3617, 0.806398, 0.46433
64, 639936, 3.7392, 2.1871, 0.628952, 0.439514
65, 649935, 4.5469, 2.773, 0.520042, 0.287123
66, 659934, 4.2367, 3.026, 0.644202, 0.314473
67, 669933, 5.3301, 3.8091, 0.634115, 0.486585
68, 679932, 4.2913, 2.9397, 0.665331, 0.448255
69, 689931, 3.9254, 3.04, 0.79894, 0.423245
70, 699930, 3.9907, 2.5993, 0.801113, 0.545161
71, 709929, 3.7461, 2.6709, 0.643517, 0.368446
72, 719928, 4.0486, 3.0445, 0.584627, 0.293234
73, 729927, 4.169, 2.807, 0.683562, 0.403837
74, 739926, 4.1833, 3.0285, 0.532626, 0.351656
75, 749925, 3.7607, 3.238, 0.599385, 0.33921
76, 759924, 3.7499, 2.977, 0.543957, 0.306885
77, 769923, 4.3004, 3.0141, 0.594373, 0.374413
78, 779922, 3.6484, 2.6545, 0.682695, 0.411406
79, 789921, 4.3764, 3.0392, 0.764853, 0.616733
80, 799920, 3.9085, 2.8438, 0.856253, 0.614002
81, 809919, 3.278, 2.4112, 0.559164, 0.294857
82, 819918, 4.4729, 3.0366, 0.688343, 0.546522
83, 829917, 4.4308, 2.7836, 0.584703, 0.475919
84, 839916, 4.3041, 3.0679, 0.618466, 0.365245
85, 849915, 4.6908, 3.0696, 0.743049, 0.418786
86, 859914, 4.5256, 3.0664, 0.740281, 0.599563
87, 869913, 4.1373, 2.7155, 0.753287, 0.629948
